mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km
566,Cruz de la Curiaoz,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 103,859.0,513.4,425.4,38.42126628,-4.68039707,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),615.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,353308.7461310765,4253894.070299031,890.6,2677.2,38
567,Cuartín de los Moros,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-04,,,,,42.744506,-6.087344,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188; Melcón 2010",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),1480.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,247305.74414412456,4737066.481510214,1334.0,10567.5,30
568,Cubillas,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-18,,,,,42.645041,-6.285813,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),983.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,230629.9545490822,4726634.061614522,4524.8,5645.4,1
569,Cuenca del Oro,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-18,,,,,43.03506,-6.862859,500.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),496.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,185307.1663840072,4771953.41940244,1092.3,2334.1,32
570,Cuentas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-25,,,,,43.029604,-6.872695,500.0,"Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),349.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,184477.7858879487,4771384.415752966,849.1,3215.5,32
571,Cuesta de Romo,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 90,859.0,501.7,420.0,38.37132984,-4.81368711,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),641.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,341563.2647465782,4248573.067920858,8221.9,13501.7,0
572,Cuesta del Caballo,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-32,,,,,42.76759,-5.763846,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1019.0,Conglomerados; areniscas; arcillas y calizas; Evaporitas,"Turbiditas calcáreas. Calizas, calizas arenosas, areniscas y margas arenosas",CENOZOICO,PALEOGENO-NEOGENO, ,273869.3002772932,4738711.545744694,8089.0,3384.5,0
573,Cueva de la Lapa,,Hispania Baetica,Spain,Huelva,Picos de Aroche,,,H 32,895.0,316.3,396.7,38.12040179,-6.92596891,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),351.0,Areniscas; pizarras y calizas,"Ampelitas, cuarcitas, liditas y rocas vulcanoclásticas",PALEOZOICO,SILURICO, ,155810.1336752844,4226459.889250271,1628.4,464.5,27
574,Cueva de la Mora,,Hispania Baetica,Spain,Huelva,Huelva,,,H 2,938.0,324.2,358.9,37.78241534,-6.82072052,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),202.0,Areniscas; pizarras y calizas,"Areniscas, pizarras, calizas, cuarcitas y rocas vulcanoclásticas",PALEOZOICO,DEVONICO-CARBONIFERO, ,163499.55873573112,4188553.644040298,934.8,1067.0,24
575,Cueva de la Paloma,,Hispania Baetica,Spain,Almería,Almería,,,AL 5,995.0,709.9,305.4,37.33702823,-2.44762284,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),773.0,Rocas metamorficas,"Gneises, migmatitas, micasquistos, esquistos, filitas, mármoles, calizas, y dolomías (M. Alpujárride)",PALEOZOICO-MESOZOICO,TRIASICO,BLOQUE DE ALBORAN,548930.77573395,4132404.1286119497,3825.7,3063.6,5
576,Cueva de Xuan Rata,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-36,,,,,43.277882,-6.690545,0.0,"GPS, site visit 2010",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underground adit driven into hillside; prospection?,"Sanchez-Palencia and Orejas 1994, 200",0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),858.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,200536.18180643226,4798290.317972092,9908.6,6776.8,0
577,Cueva del Hierro,,Hispania Tarraconensis,Spain,Cuenca,,,,,,,,40.58513,-2.037399,0.0,http://www.cuevadelhierro.com/como-llegar-accesos-a-la-mina/,,,,,,,FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,http://www.cuevadelhierro.com/,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,1,0,0,1.0,0.75,1.0,0.9125,Alta Certeza (Grado I),1332.0,Conglomerados; areniscas; calizas; yesos y arcillas versicolores,Arcillas versicolores y yesos,MESOZOICO,TRIASICO, ,581462.297778341,4493149.434332121,2055.4,76.3,25
578,Cueva del Monje,,Hispania Baetica,Spain,Huelva,Huelva,,,H 35,961.0,354.5,327.9,37.51221271,-6.46581346,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),207.0,Areniscas; pizarras y calizas,"Areniscas, pizarras, calizas, cuarcitas y rocas vulcanoclásticas",PALEOZOICO,DEVONICO-CARBONIFERO, ,193657.69835324347,4157342.0982726826,13876.7,13876.7,0
579,Dehesa,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 25,878.0,415.2,409.1,38.25890445,-5.80105636,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),569.0,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,254918.8720653508,4238252.855217886,3956.1,4859.7,3
580,Dehesa Boyal,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 91,859.0,500.7,417.4,38.34777592,-4.82475832,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),692.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,340544.3717764304,4245978.313611747,9694.0,14586.5,0
581,Dehesa de Covatillas,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 8,922.0,485.3,364.2,37.86631756,-4.99212838,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),263.0,Gneises; esquistos; marmoles y vulcanitas,Vulcanitas y/o rocas vulcanoclásticas y metasedimentos,PROTEROZOICO,VENDIENSE, ,324770.6387631251,4192853.149852637,6190.1,6183.7,0
582,Dehesa de la Mesa,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 17,878.0,434.9,401.2,38.19168364,-5.57395462,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),422.0,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,274585.12456710625,4230214.841922596,3937.2,7270.5,1
583,Dehesa de los Llanos,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 118,902.0,501.8,381.4,38.0233743,-4.80699259,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,False,False,False,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),578.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Pizarras y grauwacas; conglomerados y calizas,PALEOZOICO,DEVONICO-CARBONIFERO, ,341394.84283182747,4209949.340056545,977.2,1670.3,8
584,Dehesa de Quirós,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 95,881.0,504.0,415.4,38.33011872,-4.78670049,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),668.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,343832.3750174566,4243953.820304997,7150.3,11292.6,0
585,Dehesa Lavera,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 64,858.0,483.4,433.5,38.49075602,-5.02555274,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),501.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,323345.1613064271,4262211.625728438,14520.3,7562.6,0
586,Dehesa Quebradillas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 34,860.0,529.3,421.7,38.38935788,-4.49780491,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),634.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,369191.6072273026,4250078.429300165,2331.6,1233.9,14
587,Diana,,Hispania Baetica,Spain,Sevilla,Sevilla,,,SE 5,939.0,373.8,353.1,37.74445608,-6.255768279,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),179.0,Plutonismo orogenico calcoalcalino toleitico,Rocas básicas y ultrabásicas,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,213124.15537992405,4182454.931362534,5632.5,9334.0,0
588,Diógenes,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 39,862.0,593.7,425.8,38.42919649,-3.76014518,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,1.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),940.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,433651.67448841745,4253710.572771767,1635.3,248.6,32
589,Dolores,,Hispania Baetica,Spain,Ciudad Real,,,,CR 21,682.0,497.2,545.5,39.5023367,-4.88450842,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 49,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),572.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,337971.61266789807,4374219.1692971615,13309.0,9173.6,0
590,Dozón,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca del Deza,,DE-01,,,,,42.570297,-8.048891,1000.0,"Placename, Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",,,,,,,,,,,,Primary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),753.0,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,85571.25985402736,4725468.1751258,30487.1,22221.7,0
591,El Aramo,,Hispania Tarraconensis,Spain,Oviedo,Asturias,,,O 20,52.0,420.4,956.0,43.1874306,-5.896539862,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 42,,,False,False,False,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1072.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,"Pizarras, areniscas, conglomerados, carbón y calizas",PALEOZOICO,CARBONIFERO, ,264620.20414176234,4785702.696798581,864.3,3350.7,29
592,El Aro la Gándara,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-16,,,,,42.652513,-6.34146,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),934.0,Conglomerados; areniscas; arcillas y calizas; Evaporitas,"Turbiditas calcáreas. Calizas, calizas arenosas, areniscas y margas arenosas",CENOZOICO,PALEOGENO-NEOGENO, ,226100.42734690558,4727642.833586956,2855.5,3805.7,1
593,El Bachicón de Fresnedo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-26,O 1,50.0,361.7,965.3,43.25583997,-6.621699584,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),779.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,206016.7912711564,4795597.443323115,3813.9,1244.0,10
594,El Barrero,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-20,,,,,42.500821,-6.166731,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, figs 8 and 15, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190; 224 fig. 8",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1002.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,239793.61739732584,4710244.944173165,22272.5,24166.6,0
595,El Barrero,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-080,,,,,42.433849,-6.717874,500.0,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),723.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,194175.37137575238,4704647.746209274,25476.7,25769.5,0
596,El Borracho,,Hispania Tarraconensis,Spain,Badajoz,Alcudia,,,BA 46,781.0,492.3,477.0,38.88410269,-4.93042278,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),410.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,332562.1650110347,4305686.507586144,2280.0,650.1,17
597,El Bronce,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-45,,,,,43.303133,-6.257703,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, IGN map, and Google Earth",Location guessed,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 198",,,,,,,,,,,,Secondary - Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),687.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,235770.42205041635,4799632.958168041,7743.8,5837.5,0
598,El Buho,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 34,805.0,439.4,462.7,38.74690711,-5.53713651,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),443.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,279508.6120424991,4291747.767154341,2805.6,2894.1,5
599,El Burcio,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 35,836.0,573.6,439.7,38.55414094,-3.99105831,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),685.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, areniscas, conglomerados y calizas",PROTEROZOICO,VENDIENSE, ,413645.57866324263,4267766.518405153,2536.7,953.8,8
601,El Cabrucal de Trelles,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-80,O 8.ii,26.0,354.0,991.0,43.48458266,-6.727207833,100.0,"Converted in QGIS from Lambert coords, Madrid 1870; Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",The same as Domergue's Rio Navia 2 site O 8.ii,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990:42; Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,True,False,True,0.0,1.0,0.0,0.0,,Quaternary Terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),74.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,198588.2228423563,4821380.608983182,7417.4,6481.4,0
